t,Sv0,Sg0,Sg1,Sg2,Sg3,Iv0,Ig0,Ig1,Ig2,Ig3,Rv0,Rg0,Rg1,Rg2,Rg3,cumIv0,cumIg0,cumIg1,cumIg2,cumIg3,cumIv, pIv,pIs,pIg
405,0.16311,0.102868,0.102868,0.102868,0.102868,7.77E-05,0.000255022,0.000255022,0.000255022,0.000255022,0.0368123,0.0968775,0.0968775,0.0968775,0.0968775,0.0674865,0.162933,0.162933,0.162933,0.162933,0.0674865,0.000388741,nan,0.00127511
406,0.163202,0.103105,0.103105,0.103105,0.103105,7.70E-05,0.000253226,0.000253226,0.000253226,0.000253226,0.0367206,0.096642,0.096642,0.096642,0.096642,0.0674948,0.162961,0.162961,0.162961,0.162961,0.0674948,0.000385236,nan,0.00126613
407,0.163295,0.103341,0.103341,0.103341,0.103341,7.64E-05,0.000251505,0.000251505,0.000251505,0.000251505,0.0366291,0.096407,0.096407,0.096407,0.096407,0.0675031,0.162989,0.162989,0.162989,0.162989,0.0675031,0.000381862,nan,0.00125752
408,0.163387,0.103578,0.103578,0.103578,0.103578,7.57E-05,0.000249857,0.000249857,0.000249857,0.000249857,0.0365377,0.0961725,0.0961725,0.0961725,0.0961725,0.0675113,0.163016,0.163016,0.163016,0.163016,0.0675113,0.000378615,nan,0.00124929
409,0.163478,0.103813,0.103813,0.103813,0.103813,7.51E-05,0.000248283,0.000248283,0.000248283,0.000248283,0.0364466,0.0959384,0.0959384,0.0959384,0.0959384,0.0675195,0.163044,0.163044,0.163044,0.163044,0.0675195,0.000375493,nan,0.00124141
410,0.16357,0.104049,0.104049,0.104049,0.104049,7.45E-05,0.000246779,0.000246779,0.000246779,0.000246779,0.0363556,0.0957047,0.0957047,0.0957047,0.0957047,0.0675276,0.163071,0.163071,0.163071,0.163071,0.0675276,0.000372493,nan,0.00123389
411,0.163661,0.104283,0.104283,0.104283,0.104283,7.39E-05,0.000245345,0.000245345,0.000245345,0.000245345,0.0362647,0.0954715,0.0954715,0.0954715,0.0954715,0.0675357,0.163098,0.163098,0.163098,0.163098,0.0675357,0.000369612,nan,0.00122673
412,0.163753,0.104517,0.104517,0.104517,0.104517,7.34E-05,0.00024398,0.00024398,0.00024398,0.00024398,0.0361741,0.0952388,0.0952388,0.0952388,0.0952388,0.0675438,0.163126,0.163126,0.163126,0.163126,0.0675438,0.000366847,nan,0.0012199
413,0.163844,0.104751,0.104751,0.104751,0.104751,7.28E-05,0.000242681,0.000242681,0.000242681,0.000242681,0.0360837,0.0950066,0.0950066,0.0950066,0.0950066,0.0675518,0.163153,0.163153,0.163153,0.163153,0.0675518,0.000364197,nan,0.00121341
414,0.163934,0.104984,0.104984,0.104984,0.104984,7.23E-05,0.000241449,0.000241449,0.000241449,0.000241449,0.0359934,0.0947749,0.0947749,0.0947749,0.0947749,0.0675597,0.16318,0.16318,0.16318,0.16318,0.0675597,0.000361657,nan,0.00120725
415,0.164025,0.105216,0.105216,0.105216,0.105216,7.18E-05,0.000240282,0.000240282,0.000240282,0.000240282,0.0359033,0.0945437,0.0945437,0.0945437,0.0945437,0.0675676,0.163207,0.163207,0.163207,0.163207,0.0675676,0.000359228,nan,0.00120141
416,0.164115,0.105448,0.105448,0.105448,0.105448,7.14E-05,0.000239179,0.000239179,0.000239179,0.000239179,0.0358134,0.0943129,0.0943129,0.0943129,0.0943129,0.0675755,0.163233,0.163233,0.163233,0.163233,0.0675755,0.000356905,nan,0.0011959
417,0.164205,0.105679,0.105679,0.105679,0.105679,7.09E-05,0.00023814,0.00023814,0.00023814,0.00023814,0.0357237,0.0940827,0.0940827,0.0940827,0.0940827,0.0675834,0.16326,0.16326,0.16326,0.16326,0.0675834,0.000354687,nan,0.0011907
418,0.164295,0.10591,0.10591,0.10591,0.10591,7.05E-05,0.000237162,0.000237162,0.000237162,0.000237162,0.0356342,0.093853,0.093853,0.093853,0.093853,0.0675912,0.163287,0.163287,0.163287,0.163287,0.0675912,0.000352573,nan,0.00118581
419,0.164385,0.10614,0.10614,0.10614,0.10614,7.01E-05,0.000236245,0.000236245,0.000236245,0.000236245,0.0355449,0.0936238,0.0936238,0.0936238,0.0936238,0.067599,0.163314,0.163314,0.163314,0.163314,0.067599,0.000350559,nan,0.00118123
420,0.164474,0.106369,0.106369,0.106369,0.106369,6.97E-05,0.00023539,0.00023539,0.00023539,0.00023539,0.0354558,0.0933951,0.0933951,0.0933951,0.0933951,0.0676068,0.16334,0.16334,0.16334,0.16334,0.0676068,0.000348645,nan,0.00117695
421,0.164564,0.106598,0.106598,0.106598,0.106598,6.94E-05,0.000234593,0.000234593,0.000234593,0.000234593,0.0353669,0.093167,0.093167,0.093167,0.093167,0.0676146,0.163367,0.163367,0.163367,0.163367,0.0676146,0.000346828,nan,0.00117297
422,0.164653,0.106827,0.106827,0.106827,0.106827,6.90E-05,0.000233856,0.000233856,0.000233856,0.000233856,0.0352782,0.0929394,0.0929394,0.0929394,0.0929394,0.0676223,0.163394,0.163394,0.163394,0.163394,0.0676223,0.000345108,nan,0.00116928
423,0.164742,0.107055,0.107055,0.107055,0.107055,6.87E-05,0.000233177,0.000233177,0.000233177,0.000233177,0.0351897,0.0927123,0.0927123,0.0927123,0.0927123,0.06763,0.16342,0.16342,0.16342,0.16342,0.06763,0.000343481,nan,0.00116588
424,0.16483,0.107282,0.107282,0.107282,0.107282,6.84E-05,0.000232555,0.000232555,0.000232555,0.000232555,0.0351014,0.0924858,0.0924858,0.0924858,0.0924858,0.0676377,0.163447,0.163447,0.163447,0.163447,0.0676377,0.000341948,nan,0.00116278
425,0.164919,0.107508,0.107508,0.107508,0.107508,6.81E-05,0.000231991,0.000231991,0.000231991,0.000231991,0.0350134,0.0922598,0.0922598,0.0922598,0.0922598,0.0676454,0.163473,0.163473,0.163473,0.163473,0.0676454,0.000340506,nan,0.00115996
426,0.165007,0.107734,0.107734,0.107734,0.107734,6.78E-05,0.000231483,0.000231483,0.000231483,0.000231483,0.0349255,0.0920344,0.0920344,0.0920344,0.0920344,0.067653,0.1635,0.1635,0.1635,0.1635,0.067653,0.000339155,nan,0.00115742
427,0.165095,0.107959,0.107959,0.107959,0.107959,6.76E-05,0.000231031,0.000231031,0.000231031,0.000231031,0.0348378,0.0918095,0.0918095,0.0918095,0.0918095,0.0676607,0.163526,0.163526,0.163526,0.163526,0.0676607,0.000337892,nan,0.00115516
428,0.165182,0.108184,0.108184,0.108184,0.108184,6.73E-05,0.000230635,0.000230635,0.000230635,0.000230635,0.0347504,0.0915852,0.0915852,0.0915852,0.0915852,0.0676683,0.163553,0.163553,0.163553,0.163553,0.0676683,0.000336717,nan,0.00115317
429,0.16527,0.108408,0.108408,0.108408,0.108408,6.71E-05,0.000230293,0.000230293,0.000230293,0.000230293,0.0346631,0.0913615,0.0913615,0.0913615,0.0913615,0.0676759,0.163579,0.163579,0.163579,0.163579,0.0676759,0.000335629,nan,0.00115147
430,0.165357,0.108632,0.108632,0.108632,0.108632,6.69E-05,0.000230006,0.000230006,0.000230006,0.000230006,0.0345761,0.0911384,0.0911384,0.0911384,0.0911384,0.0676836,0.163606,0.163606,0.163606,0.163606,0.0676836,0.000334626,nan,0.00115003
431,0.165444,0.108854,0.108854,0.108854,0.108854,6.67E-05,0.000229774,0.000229774,0.000229774,0.000229774,0.0344893,0.0909158,0.0909158,0.0909158,0.0909158,0.0676912,0.163633,0.163633,0.163633,0.163633,0.0676912,0.000333709,nan,0.00114887
432,0.165531,0.109077,0.109077,0.109077,0.109077,6.66E-05,0.000229595,0.000229595,0.000229595,0.000229595,0.0344027,0.0906938,0.0906938,0.0906938,0.0906938,0.0676988,0.163659,0.163659,0.163659,0.163659,0.0676988,0.000332874,nan,0.00114798
433,0.165617,0.109298,0.109298,0.109298,0.109298,6.64E-05,0.000229471,0.000229471,0.000229471,0.000229471,0.0343163,0.0904725,0.0904725,0.0904725,0.0904725,0.0677064,0.163686,0.163686,0.163686,0.163686,0.0677064,0.000332123,nan,0.00114735
434,0.165704,0.109519,0.109519,0.109519,0.109519,6.63E-05,0.000229399,0.000229399,0.000229399,0.000229399,0.0342302,0.0902517,0.0902517,0.0902517,0.0902517,0.067714,0.163713,0.163713,0.163713,0.163713,0.067714,0.000331453,nan,0.001147
435,0.16579,0.109739,0.109739,0.109739,0.109739,6.62E-05,0.000229381,0.000229381,0.000229381,0.000229381,0.0341442,0.0900315,0.0900315,0.0900315,0.0900315,0.0677216,0.163739,0.163739,0.163739,0.163739,0.0677216,0.000330866,nan,0.00114691
436,0.165875,0.109959,0.109959,0.109959,0.109959,6.61E-05,0.000229416,0.000229416,0.000229416,0.000229416,0.0340585,0.0898119,0.0898119,0.0898119,0.0898119,0.0677292,0.163766,0.163766,0.163766,0.163766,0.0677292,0.000330358,nan,0.00114708
437,0.165961,0.110178,0.110178,0.110178,0.110178,6.60E-05,0.000229504,0.000229504,0.000229504,0.000229504,0.033973,0.0895929,0.0895929,0.0895929,0.0895929,0.0677368,0.163793,0.163793,0.163793,0.163793,0.0677368,0.000329931,nan,0.00114752
438,0.166046,0.110396,0.110396,0.110396,0.110396,6.59E-05,0.000229645,0.000229645,0.000229645,0.000229645,0.0338878,0.0893745,0.0893745,0.0893745,0.0893745,0.0677445,0.16382,0.16382,0.16382,0.16382,0.0677445,0.000329583,nan,0.00114822
439,0.166131,0.110613,0.110613,0.110613,0.110613,6.59E-05,0.000229838,0.000229838,0.000229838,0.000229838,0.0338027,0.0891568,0.0891568,0.0891568,0.0891568,0.0677521,0.163847,0.163847,0.163847,0.163847,0.0677521,0.000329315,nan,0.00114919
440,0.166216,0.11083,0.11083,0.11083,0.11083,6.58E-05,0.000230084,0.000230084,0.000230084,0.000230084,0.0337179,0.0889396,0.0889396,0.0889396,0.0889396,0.0677597,0.163874,0.163874,0.163874,0.163874,0.0677597,0.000329125,nan,0.00115042
441,0.166301,0.111046,0.111046,0.111046,0.111046,6.58E-05,0.000230384,0.000230384,0.000230384,0.000230384,0.0336333,0.0887231,0.0887231,0.0887231,0.0887231,0.0677674,0.163901,0.163901,0.163901,0.163901,0.0677674,0.000329013,nan,0.00115192
442,0.166385,0.111262,0.111262,0.111262,0.111262,6.58E-05,0.000230735,0.000230735,0.000230735,0.000230735,0.033549,0.0885072,0.0885072,0.0885072,0.0885072,0.0677751,0.163928,0.163928,0.163928,0.163928,0.0677751,0.000328979,nan,0.00115368
443,0.166469,0.111477,0.111477,0.111477,0.111477,6.58E-05,0.00023114,0.00023114,0.00023114,0.00023114,0.0334649,0.088292,0.088292,0.088292,0.088292,0.0677828,0.163956,0.163956,0.163956,0.163956,0.0677828,0.000329023,nan,0.0011557
444,0.166553,0.111691,0.111691,0.111691,0.111691,6.58E-05,0.000231598,0.000231598,0.000231598,0.000231598,0.033381,0.0880774,0.0880774,0.0880774,0.0880774,0.0677905,0.163983,0.163983,0.163983,0.163983,0.0677905,0.000329144,nan,0.00115799
445,0.166637,0.111904,0.111904,0.111904,0.111904,6.59E-05,0.000232109,0.000232109,0.000232109,0.000232109,0.0332973,0.0878634,0.0878634,0.0878634,0.0878634,0.0677982,0.164011,0.164011,0.164011,0.164011,0.0677982,0.000329343,nan,0.00116054
446,0.16672,0.112117,0.112117,0.112117,0.112117,6.59E-05,0.000232673,0.000232673,0.000232673,0.000232673,0.0332139,0.0876501,0.0876501,0.0876501,0.0876501,0.0678059,0.164038,0.164038,0.164038,0.164038,0.0678059,0.000329619,nan,0.00116336
447,0.166803,0.112329,0.112329,0.112329,0.112329,6.60E-05,0.00023329,0.00023329,0.00023329,0.00023329,0.0331307,0.0874375,0.0874375,0.0874375,0.0874375,0.0678137,0.164066,0.164066,0.164066,0.164066,0.0678137,0.000329971,nan,0.00116645
448,0.166886,0.112541,0.112541,0.112541,0.112541,6.61E-05,0.000233962,0.000233962,0.000233962,0.000233962,0.0330478,0.0872255,0.0872255,0.0872255,0.0872255,0.0678215,0.164094,0.164094,0.164094,0.164094,0.0678215,0.000330401,nan,0.00116981
449,0.166969,0.112751,0.112751,0.112751,0.112751,6.62E-05,0.000234687,0.000234687,0.000234687,0.000234687,0.032965,0.0870141,0.0870141,0.0870141,0.0870141,0.0678293,0.164122,0.164122,0.164122,0.164122,0.0678293,0.000330908,nan,0.00117344
450,0.167051,0.112961,0.112961,0.112961,0.112961,6.63E-05,0.000235467,0.000235467,0.000235467,0.000235467,0.0328826,0.0868034,0.0868034,0.0868034,0.0868034,0.0678372,0.16415,0.16415,0.16415,0.16415,0.0678372,0.000331493,nan,0.00117733
451,0.167133,0.11317,0.11317,0.11317,0.11317,6.64E-05,0.000236301,0.000236301,0.000236301,0.000236301,0.0328003,0.0865934,0.0865934,0.0865934,0.0865934,0.067845,0.164179,0.164179,0.164179,0.164179,0.067845,0.000332154,nan,0.00118151
452,0.167215,0.113379,0.113379,0.113379,0.113379,6.66E-05,0.000237191,0.000237191,0.000237191,0.000237191,0.0327183,0.0863841,0.0863841,0.0863841,0.0863841,0.0678529,0.164207,0.164207,0.164207,0.164207,0.0678529,0.000332893,nan,0.00118595
453,0.167297,0.113586,0.113586,0.113586,0.113586,6.67E-05,0.000238136,0.000238136,0.000238136,0.000238136,0.0326366,0.0861755,0.0861755,0.0861755,0.0861755,0.0678609,0.164236,0.164236,0.164236,0.164236,0.0678609,0.00033371,nan,0.00119068
454,0.167378,0.113793,0.113793,0.113793,0.113793,6.69E-05,0.000239137,0.000239137,0.000239137,0.000239137,0.0325551,0.0859675,0.0859675,0.0859675,0.0859675,0.0678689,0.164265,0.164265,0.164265,0.164265,0.0678689,0.000334606,nan,0.00119568
455,0.167459,0.114,0.114,0.114,0.114,6.71E-05,0.000240194,0.000240194,0.000240194,0.000240194,0.0324738,0.0857602,0.0857602,0.0857602,0.0857602,0.0678769,0.164294,0.164294,0.164294,0.164294,0.0678769,0.000335579,nan,0.00120097
456,0.16754,0.114205,0.114205,0.114205,0.114205,6.73E-05,0.000241309,0.000241309,0.000241309,0.000241309,0.0323928,0.0855536,0.0855536,0.0855536,0.0855536,0.0678849,0.164323,0.164323,0.164323,0.164323,0.0678849,0.000336632,nan,0.00120654
457,0.16762,0.11441,0.11441,0.11441,0.11441,6.76E-05,0.000242481,0.000242481,0.000242481,0.000242481,0.032312,0.0853477,0.0853477,0.0853477,0.0853477,0.067893,0.164352,0.164352,0.164352,0.164352,0.067893,0.000337764,nan,0.0012124
458,0.167701,0.114614,0.114614,0.114614,0.114614,6.78E-05,0.00024371,0.00024371,0.00024371,0.00024371,0.0322315,0.0851426,0.0851426,0.0851426,0.0851426,0.0679012,0.164382,0.164382,0.164382,0.164382,0.0679012,0.000338975,nan,0.00121855
459,0.167781,0.114817,0.114817,0.114817,0.114817,6.81E-05,0.000244999,0.000244999,0.000244999,0.000244999,0.0321513,0.0849381,0.0849381,0.0849381,0.0849381,0.0679094,0.164412,0.164412,0.164412,0.164412,0.0679094,0.000340267,nan,0.001225
460,0.16786,0.115019,0.115019,0.115019,0.115019,6.83E-05,0.000246347,0.000246347,0.000246347,0.000246347,0.0320712,0.0847343,0.0847343,0.0847343,0.0847343,0.0679176,0.164442,0.164442,0.164442,0.164442,0.0679176,0.00034164,nan,0.00123174
461,0.16794,0.115221,0.115221,0.115221,0.115221,6.86E-05,0.000247755,0.000247755,0.000247755,0.000247755,0.0319915,0.0845313,0.0845313,0.0845313,0.0845313,0.0679259,0.164472,0.164472,0.164472,0.164472,0.0679259,0.000343095,nan,0.00123878
462,0.168019,0.115422,0.115422,0.115422,0.115422,6.89E-05,0.000249224,0.000249224,0.000249224,0.000249224,0.031912,0.084329,0.084329,0.084329,0.084329,0.0679342,0.164503,0.164503,0.164503,0.164503,0.0679342,0.000344632,nan,0.00124612
463,0.168098,0.115622,0.115622,0.115622,0.115622,6.93E-05,0.000250755,0.000250755,0.000250755,0.000250755,0.0318327,0.0841274,0.0841274,0.0841274,0.0841274,0.0679426,0.164533,0.164533,0.164533,0.164533,0.0679426,0.000346252,nan,0.00125377
464,0.168177,0.115821,0.115821,0.115821,0.115821,6.96E-05,0.000252348,0.000252348,0.000252348,0.000252348,0.0317537,0.0839265,0.0839265,0.0839265,0.0839265,0.067951,0.164564,0.164564,0.164564,0.164564,0.067951,0.000347956,nan,0.00126174
465,0.168255,0.11602,0.11602,0.11602,0.11602,6.99E-05,0.000254004,0.000254004,0.000254004,0.000254004,0.0316749,0.0837264,0.0837264,0.0837264,0.0837264,0.0679595,0.164595,0.164595,0.164595,0.164595,0.0679595,0.000349744,nan,0.00127002
466,0.168333,0.116217,0.116217,0.116217,0.116217,7.03E-05,0.000255724,0.000255724,0.000255724,0.000255724,0.0315965,0.083527,0.083527,0.083527,0.083527,0.0679681,0.164627,0.164627,0.164627,0.164627,0.0679681,0.000351619,nan,0.00127862
467,0.168411,0.116414,0.116414,0.116414,0.116414,7.07E-05,0.00025751,0.00025751,0.00025751,0.00025751,0.0315182,0.0833284,0.0833284,0.0833284,0.0833284,0.0679767,0.164659,0.164659,0.164659,0.164659,0.0679767,0.00035358,nan,0.00128755
468,0.168489,0.11661,0.11661,0.11661,0.11661,7.11E-05,0.000259362,0.000259362,0.000259362,0.000259362,0.0314403,0.0831305,0.0831305,0.0831305,0.0831305,0.0679854,0.164691,0.164691,0.164691,0.164691,0.0679854,0.000355628,nan,0.00129681
469,0.168566,0.116805,0.116805,0.116805,0.116805,7.16E-05,0.00026128,0.00026128,0.00026128,0.00026128,0.0313626,0.0829334,0.0829334,0.0829334,0.0829334,0.0679941,0.164723,0.164723,0.164723,0.164723,0.0679941,0.000357766,nan,0.0013064
470,0.168643,0.117,0.117,0.117,0.117,7.20E-05,0.000263267,0.000263267,0.000263267,0.000263267,0.0312851,0.0827371,0.0827371,0.0827371,0.0827371,0.068003,0.164756,0.164756,0.164756,0.164756,0.068003,0.000359993,nan,0.00131634
471,0.16872,0.117193,0.117193,0.117193,0.117193,7.25E-05,0.000265323,0.000265323,0.000265323,0.000265323,0.0312079,0.0825415,0.0825415,0.0825415,0.0825415,0.0680119,0.164788,0.164788,0.164788,0.164788,0.0680119,0.000362312,nan,0.00132662
472,0.168796,0.117386,0.117386,0.117386,0.117386,7.29E-05,0.00026745,0.00026745,0.00026745,0.00026745,0.031131,0.0823467,0.0823467,0.0823467,0.0823467,0.0680208,0.164822,0.164822,0.164822,0.164822,0.0680208,0.000364722,nan,0.00133725
473,0.168872,0.117578,0.117578,0.117578,0.117578,7.34E-05,0.000269648,0.000269648,0.000269648,0.000269648,0.0310544,0.0821527,0.0821527,0.0821527,0.0821527,0.0680299,0.164855,0.164855,0.164855,0.164855,0.0680299,0.000367227,nan,0.00134824
474,0.168948,0.117769,0.117769,0.117769,0.117769,7.40E-05,0.000271919,0.000271919,0.000271919,0.000271919,0.030978,0.0819595,0.0819595,0.0819595,0.0819595,0.068039,0.164889,0.164889,0.164889,0.164889,0.068039,0.000369826,nan,0.00135959
475,0.169024,0.117959,0.117959,0.117959,0.117959,7.45E-05,0.000274264,0.000274264,0.000274264,0.000274264,0.0309019,0.0817671,0.0817671,0.0817671,0.0817671,0.0680482,0.164923,0.164923,0.164923,0.164923,0.0680482,0.000372522,nan,0.00137132
476,0.169099,0.118148,0.118148,0.118148,0.118148,7.51E-05,0.000276685,0.000276685,0.000276685,0.000276685,0.0308261,0.0815755,0.0815755,0.0815755,0.0815755,0.0680575,0.164958,0.164958,0.164958,0.164958,0.0680575,0.000375316,nan,0.00138342
477,0.169174,0.118336,0.118336,0.118336,0.118336,7.56E-05,0.000279182,0.000279182,0.000279182,0.000279182,0.0307505,0.0813847,0.0813847,0.0813847,0.0813847,0.0680668,0.164993,0.164993,0.164993,0.164993,0.0680668,0.000378209,nan,0.00139591
478,0.169249,0.118524,0.118524,0.118524,0.118524,7.62E-05,0.000281757,0.000281757,0.000281757,0.000281757,0.0306752,0.0811947,0.0811947,0.0811947,0.0811947,0.0680763,0.165028,0.165028,0.165028,0.165028,0.0680763,0.000381204,nan,0.00140879
479,0.169323,0.11871,0.11871,0.11871,0.11871,7.69E-05,0.000284413,0.000284413,0.000284413,0.000284413,0.0306002,0.0810055,0.0810055,0.0810055,0.0810055,0.0680859,0.165064,0.165064,0.165064,0.165064,0.0680859,0.000384301,nan,0.00142206
480,0.169397,0.118896,0.118896,0.118896,0.118896,7.75E-05,0.000287149,0.000287149,0.000287149,0.000287149,0.0305255,0.0808172,0.0808172,0.0808172,0.0808172,0.0680955,0.1651,0.1651,0.1651,0.1651,0.0680955,0.000387503,nan,0.00143575
481,0.169471,0.11908,0.11908,0.11908,0.11908,7.82E-05,0.000289969,0.000289969,0.000289969,0.000289969,0.030451,0.0806297,0.0806297,0.0806297,0.0806297,0.0681052,0.165136,0.165136,0.165136,0.165136,0.0681052,0.000390811,nan,0.00144984
482,0.169544,0.119264,0.119264,0.119264,0.119264,7.88E-05,0.000292872,0.000292872,0.000292872,0.000292872,0.0303769,0.0804431,0.0804431,0.0804431,0.0804431,0.0681151,0.165173,0.165173,0.165173,0.165173,0.0681151,0.000394228,nan,0.00146436
483,0.169617,0.119447,0.119447,0.119447,0.119447,7.96E-05,0.000295862,0.000295862,0.000295862,0.000295862,0.030303,0.0802573,0.0802573,0.0802573,0.0802573,0.068125,0.165211,0.165211,0.165211,0.165211,0.068125,0.000397754,nan,0.00147931
484,0.16969,0.119629,0.119629,0.119629,0.119629,8.03E-05,0.00029894,0.00029894,0.00029894,0.00029894,0.0302294,0.0800724,0.0800724,0.0800724,0.0800724,0.0681351,0.165248,0.165248,0.165248,0.165248,0.0681351,0.000401393,nan,0.0014947
485,0.169763,0.11981,0.11981,0.11981,0.11981,8.10E-05,0.000302108,0.000302108,0.000302108,0.000302108,0.0301561,0.0798883,0.0798883,0.0798883,0.0798883,0.0681453,0.165287,0.165287,0.165287,0.165287,0.0681453,0.000405146,nan,0.00151054
486,0.169835,0.11999,0.11999,0.11999,0.11999,8.18E-05,0.000305367,0.000305367,0.000305367,0.000305367,0.0300831,0.0797051,0.0797051,0.0797051,0.0797051,0.0681555,0.165325,0.165325,0.165325,0.165325,0.0681555,0.000409016,nan,0.00152683
487,0.169907,0.120168,0.120168,0.120168,0.120168,8.26E-05,0.000308719,0.000308719,0.000308719,0.000308719,0.0300103,0.0795228,0.0795228,0.0795228,0.0795228,0.0681659,0.165364,0.165364,0.165364,0.165364,0.0681659,0.000413004,nan,0.0015436
488,0.169979,0.120346,0.120346,0.120346,0.120346,8.34E-05,0.000312167,0.000312167,0.000312167,0.000312167,0.0299379,0.0793414,0.0793414,0.0793414,0.0793414,0.0681764,0.165404,0.165404,0.165404,0.165404,0.0681764,0.000417114,nan,0.00156084
489,0.17005,0.120523,0.120523,0.120523,0.120523,8.43E-05,0.000315713,0.000315713,0.000315713,0.000315713,0.0298658,0.0791609,0.0791609,0.0791609,0.0791609,0.0681871,0.165444,0.165444,0.165444,0.165444,0.0681871,0.000421346,nan,0.00157856
490,0.170121,0.120699,0.120699,0.120699,0.120699,8.51E-05,0.000319358,0.000319358,0.000319358,0.000319358,0.0297939,0.0789814,0.0789814,0.0789814,0.0789814,0.0681978,0.165485,0.165485,0.165485,0.165485,0.0681978,0.000425705,nan,0.00159679
491,0.170192,0.120874,0.120874,0.120874,0.120874,8.60E-05,0.000323105,0.000323105,0.000323105,0.000323105,0.0297224,0.0788027,0.0788027,0.0788027,0.0788027,0.0682087,0.165526,0.165526,0.165526,0.165526,0.0682087,0.000430192,nan,0.00161552
492,0.170262,0.121048,0.121048,0.121048,0.121048,8.70E-05,0.000326955,0.000326955,0.000326955,0.000326955,0.0296511,0.078625,0.078625,0.078625,0.078625,0.0682197,0.165568,0.165568,0.165568,0.165568,0.0682197,0.00043481,nan,0.00163478
493,0.170332,0.121221,0.121221,0.121221,0.121221,8.79E-05,0.000330912,0.000330912,0.000330912,0.000330912,0.0295802,0.0784482,0.0784482,0.0784482,0.0784482,0.0682309,0.16561,0.16561,0.16561,0.16561,0.0682309,0.000439563,nan,0.00165456
494,0.170402,0.121393,0.121393,0.121393,0.121393,8.89E-05,0.000334978,0.000334978,0.000334978,0.000334978,0.0295096,0.0782724,0.0782724,0.0782724,0.0782724,0.0682422,0.165653,0.165653,0.165653,0.165653,0.0682422,0.000444451,nan,0.00167489
495,0.170471,0.121563,0.121563,0.121563,0.121563,8.99E-05,0.000339155,0.000339155,0.000339155,0.000339155,0.0294393,0.0780975,0.0780975,0.0780975,0.0780975,0.0682536,0.165697,0.165697,0.165697,0.165697,0.0682536,0.00044948,nan,0.00169577
496,0.17054,0.121733,0.121733,0.121733,0.121733,9.09E-05,0.000343445,0.000343445,0.000343445,0.000343445,0.0293693,0.0779236,0.0779236,0.0779236,0.0779236,0.0682652,0.165741,0.165741,0.165741,0.165741,0.0682652,0.000454651,nan,0.00171722
497,0.170608,0.121901,0.121901,0.121901,0.121901,9.20E-05,0.000347851,0.000347851,0.000347851,0.000347851,0.0292996,0.0777507,0.0777507,0.0777507,0.0777507,0.0682769,0.165786,0.165786,0.165786,0.165786,0.0682769,0.000459967,nan,0.00173926
498,0.170677,0.122069,0.122069,0.122069,0.122069,9.31E-05,0.000352377,0.000352377,0.000352377,0.000352377,0.0292302,0.0775787,0.0775787,0.0775787,0.0775787,0.0682888,0.165831,0.165831,0.165831,0.165831,0.0682888,0.000465432,nan,0.00176188
499,0.170745,0.122235,0.122235,0.122235,0.122235,9.42E-05,0.000357023,0.000357023,0.000357023,0.000357023,0.0291611,0.0774078,0.0774078,0.0774078,0.0774078,0.0683009,0.165877,0.165877,0.165877,0.165877,0.0683009,0.00047105,nan,0.00178512
500,0.170812,0.1224,0.1224,0.1224,0.1224,9.54E-05,0.000361795,0.000361795,0.000361795,0.000361795,0.0290924,0.0772379,0.0772379,0.0772379,0.0772379,0.0683131,0.165924,0.165924,0.165924,0.165924,0.0683131,0.000476823,nan,0.00180897
501,0.170879,0.122564,0.122564,0.122564,0.122564,9.66E-05,0.000366693,0.000366693,0.000366693,0.000366693,0.029024,0.077069,0.077069,0.077069,0.077069,0.0683255,0.165971,0.165971,0.165971,0.165971,0.0683255,0.000482755,nan,0.00183346
502,0.170946,0.122727,0.122727,0.122727,0.122727,9.78E-05,0.000371722,0.000371722,0.000371722,0.000371722,0.0289559,0.0769012,0.0769012,0.0769012,0.0769012,0.068338,0.166019,0.166019,0.166019,0.166019,0.068338,0.000488849,nan,0.00185861
503,0.171013,0.122889,0.122889,0.122889,0.122889,9.90E-05,0.000376884,0.000376884,0.000376884,0.000376884,0.0288881,0.0767344,0.0767344,0.0767344,0.0767344,0.0683507,0.166068,0.166068,0.166068,0.166068,0.0683507,0.00049511,nan,0.00188442
504,0.171079,0.123049,0.123049,0.123049,0.123049,0.000100308,0.000382182,0.000382182,0.000382182,0.000382182,0.0288207,0.0765687,0.0765687,0.0765687,0.0765687,0.0683637,0.166118,0.166118,0.166118,0.166118,0.0683637,0.00050154,nan,0.00191091
505,0.171145,0.123208,0.123208,0.123208,0.123208,0.000101629,0.00038762,0.00038762,0.00038762,0.00038762,0.0287536,0.0764041,0.0764041,0.0764041,0.0764041,0.0683768,0.166168,0.166168,0.166168,0.166168,0.0683768,0.000508145,nan,0.0019381
506,0.17121,0.123366,0.123366,0.123366,0.123366,0.000102985,0.000393201,0.000393201,0.000393201,0.000393201,0.0286869,0.0762405,0.0762405,0.0762405,0.0762405,0.0683901,0.166219,0.166219,0.166219,0.166219,0.0683901,0.000514927,nan,0.00196601
507,0.171275,0.123523,0.123523,0.123523,0.123523,0.000104378,0.000398929,0.000398929,0.000398929,0.000398929,0.0286205,0.0760781,0.0760781,0.0760781,0.0760781,0.0684036,0.166271,0.166271,0.166271,0.166271,0.0684036,0.000521892,nan,0.00199464
