t,Sv0,Sg0,Sg1,Sg2,Sg3,Sg4,Sg5,Sg6,Sg7,Sg8,Sg9,Sg10,Sg11,Sg12,Sg13,Sg14,Sg15,Sg16,Sg17,Sg18,Sg19,Sg20,Sg21,Sg22,Sg23,Iv0,Ig0,Ig1,Ig2,Ig3,Ig4,Ig5,Ig6,Ig7,Ig8,Ig9,Ig10,Ig11,Ig12,Ig13,Ig14,Ig15,Ig16,Ig17,Ig18,Ig19,Ig20,Ig21,Ig22,Ig23,Rv0,Rg0,Rg1,Rg2,Rg3,Rg4,Rg5,Rg6,Rg7,Rg8,Rg9,Rg10,Rg11,Rg12,Rg13,Rg14,Rg15,Rg16,Rg17,Rg18,Rg19,Rg20,Rg21,Rg22,Rg23,cumIv0,cumIg0,cumIg1,cumIg2,cumIg3,cumIg4,cumIg5,cumIg6,cumIg7,cumIg8,cumIg9,cumIg10,cumIg11,cumIg12,cumIg13,cumIg14,cumIg15,cumIg16,cumIg17,cumIg18,cumIg19,cumIg20,cumIg21,cumIg22,cumIg23,cumIv, pIv,pIs,pIg
136,0.0347366,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.0342229,0.000222098,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00033449,0.00504129,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00544264,0.00601891,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00656544,0.00601891,0.00555245,nan,0.00836226
137,0.0347274,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.0341961,0.000219425,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.000337017,0.00505322,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00546687,0.00604199,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00660715,0.00604199,0.00548563,nan,0.00842542
138,0.0347181,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.0341686,0.000217058,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.000340036,0.00506482,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00549135,0.00606509,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00664966,0.00606509,0.00542644,nan,0.0085009
139,0.0347089,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.0341403,0.000214991,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.000343558,0.00507613,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00551615,0.00608823,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00669307,0.00608823,0.00537479,nan,0.00858896
140,0.0346996,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.0341111,0.000213223,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.000347598,0.00508719,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00554133,0.00611144,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00673743,0.00611144,0.00533057,nan,0.00868995
141,0.0346902,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.0340809,0.000211748,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00035217,0.00509803,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00556693,0.00613476,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00678282,0.00613476,0.00529371,nan,0.00880426
142,0.0346807,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.0340497,0.000210566,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.000357293,0.00510869,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00559304,0.00615821,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00682933,0.00615821,0.00526414,nan,0.00893233
143,0.0346711,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.0340173,0.000209673,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.000362986,0.00511919,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.0056197,0.00618184,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00687705,0.00618184,0.00524183,nan,0.00907466
144,0.0346613,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.0339837,0.000209069,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.000369273,0.00512958,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00564698,0.00620566,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00692605,0.00620566,0.00522673,nan,0.00923181
145,0.0346514,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.0339489,0.000208754,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.000376177,0.00513989,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00567496,0.00622972,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00697644,0.00622972,0.00521885,nan,0.00940442
146,0.0346411,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.0339126,0.000208727,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.000383726,0.00515015,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.0057037,0.00625405,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00702832,0.00625405,0.00521818,nan,0.00959315
147,0.0346306,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.0338748,0.00020899,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.000391951,0.0051604,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00573329,0.00627868,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.0070818,0.00627868,0.00522475,nan,0.00979879
148,0.0346198,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.0338353,0.000209544,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.000400886,0.00517066,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00576379,0.00630365,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00713698,0.00630365,0.0052386,nan,0.0100221
149,0.0346086,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.0337941,0.000210392,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.000410566,0.00518098,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.00579529,0.006329,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.007194,0.006329,0.00525981,nan,0.0102641
150,0.0345971,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.0337511,0.000211538,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.000421031,0.00519138,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00582788,0.00635476,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00725298,0.00635476,0.00528846,nan,0.0105258
151,0.0345851,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.033706,0.000212986,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.000432324,0.00520191,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00586165,0.00638098,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00731405,0.00638098,0.00532466,nan,0.0108081
152,0.0345727,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.0336588,0.000214742,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.000444492,0.0052126,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00589669,0.00640768,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00737737,0.00640768,0.00536854,nan,0.0111123
153,0.0345597,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.0336093,0.00021681,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.000457585,0.00522348,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00593311,0.00643493,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00744309,0.00643493,0.00542026,nan,0.0114396
154,0.0345462,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0335573,0.0002192,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.000471658,0.00523459,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00597101,0.00646275,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00751137,0.00646275,0.00548,nan,0.0117915
