t,Sv0,Ss0,Sg0,Sg1,Sg2,Iv0,Is0,Ig0,Ig1,Ig2,Rv0,Rs0,Rg0,Rg1,Rg2,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIv, Iv,Is,Ig
543,0.173343,0.128179,0.128142,0.128142,0.128142,0.000184522,0.000726538,0.000726325,0.000726325,0.000726325,0.0264728,0.0710948,0.0711315,0.0711315,0.0711315,0.0689718,0.168666,0.168869,0.168869,0.168869,0.0689718,0.000922609,0.00363269,0.00363162
544,0.17339,0.128273,0.128237,0.128237,0.128237,0.000188035,0.000740819,0.000740602,0.000740602,0.000740602,0.026422,0.0709858,0.0710224,0.0710224,0.0710224,0.068997,0.168766,0.168969,0.168969,0.168969,0.068997,0.000940174,0.00370409,0.00370301
545,0.173436,0.128366,0.12833,0.12833,0.12833,0.000191636,0.000755454,0.000755234,0.000755234,0.000755234,0.0263719,0.0708787,0.0709152,0.0709152,0.0709152,0.0690228,0.168868,0.169071,0.169071,0.169071,0.0690228,0.000958182,0.00377727,0.00377617
546,0.173482,0.128456,0.12842,0.12842,0.12842,0.000195329,0.000770453,0.000770229,0.000770229,0.000770229,0.0263223,0.0707737,0.0708101,0.0708101,0.0708101,0.069049,0.168972,0.169175,0.169175,0.169175,0.069049,0.000976643,0.00385226,0.00385115
547,0.173528,0.128543,0.128507,0.128507,0.128507,0.000199114,0.000785823,0.000785596,0.000785596,0.000785596,0.0262732,0.0706708,0.070707,0.070707,0.070707,0.0690758,0.169078,0.169281,0.169281,0.169281,0.0690758,0.000995568,0.00392911,0.00392798
548,0.173572,0.128629,0.128593,0.128593,0.128593,0.000202993,0.000801572,0.000801342,0.000801342,0.000801342,0.0262248,0.0705699,0.070606,0.070606,0.070606,0.0691032,0.169186,0.16939,0.16939,0.16939,0.0691032,0.00101497,0.00400786,0.00400671
549,0.173616,0.128711,0.128675,0.128675,0.128675,0.00020697,0.00081771,0.000817475,0.000817475,0.000817475,0.0261769,0.0704712,0.0705071,0.0705071,0.0705071,0.0691311,0.169297,0.1695,0.1695,0.1695,0.0691311,0.00103485,0.00408855,0.00408738
550,0.173659,0.128791,0.128756,0.128756,0.128756,0.000211046,0.000834244,0.000834005,0.000834005,0.000834005,0.0261297,0.0703746,0.0704104,0.0704104,0.0704104,0.0691595,0.16941,0.169613,0.169613,0.169613,0.0691595,0.00105523,0.00417122,0.00417003
551,0.173702,0.128869,0.128833,0.128833,0.128833,0.000215224,0.000851182,0.00085094,0.00085094,0.00085094,0.026083,0.0702803,0.070316,0.070316,0.070316,0.0691886,0.169525,0.169728,0.169728,0.169728,0.0691886,0.00107612,0.00425591,0.0042547
552,0.173744,0.128943,0.128908,0.128908,0.128908,0.000219506,0.000868534,0.000868289,0.000868289,0.000868289,0.026037,0.0701882,0.0702238,0.0702238,0.0702238,0.0692182,0.169643,0.169846,0.169846,0.169846,0.0692182,0.00109753,0.00434267,0.00434144
553,0.173785,0.129015,0.12898,0.12898,0.12898,0.000223893,0.000886309,0.000886059,0.000886059,0.000886059,0.0259916,0.0700984,0.0701338,0.0701338,0.0701338,0.0692485,0.169763,0.169966,0.169966,0.169966,0.0692485,0.00111947,0.00443154,0.0044303
554,0.173825,0.129085,0.129049,0.129049,0.129049,0.000228389,0.000904514,0.000904261,0.000904261,0.000904261,0.0259468,0.0700109,0.0700463,0.0700463,0.0700463,0.0692794,0.169886,0.170089,0.170089,0.170089,0.0692794,0.00114195,0.00452257,0.0045213
555,0.173864,0.129151,0.129116,0.129116,0.129116,0.000232996,0.00092316,0.000922902,0.000922902,0.000922902,0.0259027,0.0699259,0.0699611,0.0699611,0.0699611,0.0693109,0.170011,0.170214,0.170214,0.170214,0.0693109,0.00116498,0.0046158,0.00461451
556,0.173903,0.129215,0.12918,0.12918,0.12918,0.000237716,0.000942254,0.000941992,0.000941992,0.000941992,0.0258593,0.0698432,0.0698783,0.0698783,0.0698783,0.0693431,0.170139,0.170342,0.170342,0.170342,0.0693431,0.00118858,0.00471127,0.00470996
557,0.173941,0.129275,0.12924,0.12924,0.12924,0.000242552,0.000961806,0.00096154,0.00096154,0.00096154,0.0258165,0.0697631,0.0697981,0.0697981,0.0697981,0.0693759,0.17027,0.170472,0.170472,0.170472,0.0693759,0.00121276,0.00480903,0.0048077
558,0.173978,0.129333,0.129298,0.129298,0.129298,0.000247506,0.000981825,0.000981555,0.000981555,0.000981555,0.0257744,0.0696855,0.0697203,0.0697203,0.0697203,0.0694095,0.170403,0.170606,0.170606,0.170606,0.0694095,0.00123753,0.00490913,0.00490777
559,0.174014,0.129387,0.129353,0.129353,0.129353,0.000252581,0.00100232,0.00100205,0.00100205,0.00100205,0.025733,0.0696104,0.0696451,0.0696451,0.0696451,0.0694437,0.170539,0.170742,0.170742,0.170742,0.0694437,0.0012629,0.0050116,0.00501023
560,0.17405,0.129439,0.129404,0.129404,0.129404,0.000257779,0.0010233,0.00102302,0.00102302,0.00102302,0.0256924,0.069538,0.0695726,0.0695726,0.0695726,0.0694787,0.170678,0.170881,0.170881,0.170881,0.0694787,0.00128889,0.0051165,0.0051151
561,0.174084,0.129487,0.129453,0.129453,0.129453,0.000263102,0.00104477,0.00104449,0.00104449,0.00104449,0.0256524,0.0694682,0.0695027,0.0695027,0.0695027,0.0695144,0.170821,0.171023,0.171023,0.171023,0.0695144,0.00131551,0.00522387,0.00522245
562,0.174118,0.129532,0.129498,0.129498,0.129498,0.000268554,0.00106675,0.00106646,0.00106646,0.00106646,0.0256132,0.0694012,0.0694355,0.0694355,0.0694355,0.0695509,0.170966,0.171168,0.171168,0.171168,0.0695509,0.00134277,0.00533376,0.00533231
563,0.174151,0.129574,0.12954,0.12954,0.12954,0.000274136,0.00108924,0.00108895,0.00108895,0.00108895,0.0255747,0.0693369,0.0693711,0.0693711,0.0693711,0.0695881,0.171114,0.171317,0.171317,0.171317,0.0695881,0.00137068,0.0054462,0.00544473
564,0.174183,0.129612,0.129579,0.129579,0.129579,0.000279852,0.00111225,0.00111195,0.00111195,0.00111195,0.025537,0.0692755,0.0693095,0.0693095,0.0693095,0.0696262,0.171265,0.171468,0.171468,0.171468,0.0696262,0.00139926,0.00556126,0.00555976
565,0.174214,0.129647,0.129614,0.129614,0.129614,0.000285704,0.00113579,0.00113549,0.00113549,0.00113549,0.0255001,0.0692169,0.0692509,0.0692509,0.0692509,0.069665,0.17142,0.171623,0.171623,0.171623,0.069665,0.00142852,0.00567896,0.00567744
566,0.174244,0.129679,0.129645,0.129645,0.129645,0.000291694,0.00115987,0.00115956,0.00115956,0.00115956,0.025464,0.0691613,0.0691951,0.0691951,0.0691951,0.0697047,0.171578,0.171781,0.171781,0.171781,0.0697047,0.00145847,0.00579936,0.00579781
567,0.174273,0.129707,0.129673,0.129673,0.129673,0.000297825,0.0011845,0.00118418,0.00118418,0.00118418,0.0254287,0.0691087,0.0691424,0.0691424,0.0691424,0.0697452,0.17174,0.171942,0.171942,0.171942,0.0697452,0.00148912,0.00592249,0.00592092
568,0.174302,0.129731,0.129698,0.129698,0.129698,0.0003041,0.00120968,0.00120936,0.00120936,0.00120936,0.0253942,0.0690591,0.0690926,0.0690926,0.0690926,0.0697866,0.171904,0.172107,0.172107,0.172107,0.0697866,0.0015205,0.00604841,0.00604681
569,0.174329,0.129752,0.129719,0.129719,0.129719,0.000310521,0.00123543,0.0012351,0.0012351,0.0012351,0.0253605,0.0690126,0.069046,0.069046,0.069046,0.0698289,0.172073,0.172275,0.172275,0.172275,0.0698289,0.0015526,0.00617715,0.00617552
570,0.174355,0.129769,0.129736,0.129736,0.129736,0.00031709,0.00126175,0.00126142,0.00126142,0.00126142,0.0253277,0.0689693,0.0690026,0.0690026,0.0690026,0.0698721,0.172245,0.172447,0.172447,0.172447,0.0698721,0.00158545,0.00630876,0.0063071
571,0.17438,0.129782,0.129749,0.129749,0.129749,0.000323811,0.00128865,0.00128832,0.00128832,0.00128832,0.0252957,0.0689292,0.0689623,0.0689623,0.0689623,0.0699162,0.172421,0.172623,0.172623,0.172623,0.0699162,0.00161906,0.00644327,0.00644159
572,0.174405,0.129791,0.129759,0.129759,0.129759,0.000330686,0.00131615,0.0013158,0.0013158,0.0013158,0.0252647,0.0688924,0.0689254,0.0689254,0.0689254,0.0699612,0.1726,0.172802,0.172802,0.172802,0.0699612,0.00165343,0.00658073,0.00657902
573,0.174428,0.129797,0.129764,0.129764,0.129764,0.000337717,0.00134424,0.00134389,0.00134389,0.00134389,0.0252345,0.0688589,0.0688918,0.0688918,0.0688918,0.0700073,0.172783,0.172986,0.172986,0.172986,0.0700073,0.00168858,0.00672118,0.00671944
574,0.17445,0.129798,0.129766,0.129766,0.129766,0.000344906,0.00137293,0.00137257,0.00137257,0.00137257,0.0252052,0.0688288,0.0688616,0.0688616,0.0688616,0.0700543,0.172971,0.173173,0.173173,0.173173,0.0700543,0.00172453,0.00686464,0.00686287
575,0.174471,0.129796,0.129763,0.129763,0.129763,0.000352257,0.00140223,0.00140187,0.00140187,0.00140187,0.0251769,0.0688022,0.0688348,0.0688348,0.0688348,0.0701023,0.173162,0.173364,0.173364,0.173364,0.0701023,0.00176128,0.00701117,0.00700937
576,0.174491,0.129789,0.129757,0.129757,0.129757,0.000359771,0.00143216,0.00143179,0.00143179,0.00143179,0.0251495,0.0687791,0.0688116,0.0688116,0.0688116,0.0701514,0.173357,0.173559,0.173559,0.173559,0.0701514,0.00179886,0.00716079,0.00715896
577,0.17451,0.129778,0.129746,0.129746,0.129746,0.000367451,0.00146271,0.00146233,0.00146233,0.00146233,0.025123,0.0687596,0.0687919,0.0687919,0.0687919,0.0702015,0.173556,0.173759,0.173759,0.173759,0.0702015,0.00183725,0.00731353,0.00731167
578,0.174527,0.129762,0.129731,0.129731,0.129731,0.000375299,0.00149388,0.00149351,0.00149351,0.00149351,0.0250976,0.0687437,0.0687759,0.0687759,0.0687759,0.0702527,0.17376,0.173962,0.173962,0.173962,0.0702527,0.00187649,0.00746942,0.00746753
579,0.174544,0.129743,0.129711,0.129711,0.129711,0.000383317,0.0015257,0.00152532,0.00152532,0.00152532,0.0250731,0.0687316,0.0687637,0.0687637,0.0687637,0.0703049,0.173968,0.17417,0.17417,0.17417,0.0703049,0.00191658,0.0076285,0.00762658
580,0.174559,0.129719,0.129687,0.129687,0.129687,0.000391507,0.00155816,0.00155777,0.00155777,0.00155777,0.0250497,0.0687232,0.0687552,0.0687552,0.0687552,0.0703583,0.174181,0.174382,0.174382,0.174382,0.0703583,0.00195754,0.00779079,0.00778884
581,0.174573,0.12969,0.129659,0.129659,0.129659,0.000399872,0.00159126,0.00159086,0.00159086,0.00159086,0.0250272,0.0687187,0.0687505,0.0687505,0.0687505,0.0704129,0.174397,0.174599,0.174599,0.174599,0.0704129,0.00199936,0.00795631,0.00795432
582,0.174586,0.129657,0.129626,0.129626,0.129626,0.000408413,0.00162502,0.00162461,0.00162461,0.00162461,0.0250059,0.068718,0.0687497,0.0687497,0.0687497,0.0704686,0.174619,0.174821,0.174821,0.174821,0.0704686,0.00204206,0.00812509,0.00812306
583,0.174597,0.129619,0.129588,0.129588,0.129588,0.000417131,0.00165943,0.00165901,0.00165901,0.00165901,0.0249855,0.0687214,0.068753,0.068753,0.068753,0.0705255,0.174845,0.175047,0.175047,0.175047,0.0705255,0.00208566,0.00829713,0.00829507
584,0.174608,0.129577,0.129546,0.129546,0.129546,0.00042603,0.00169449,0.00169407,0.00169407,0.00169407,0.0249663,0.0687288,0.0687602,0.0687602,0.0687602,0.0705835,0.175076,0.175277,0.175277,0.175277,0.0705835,0.00213015,0.00847246,0.00847037
585,0.174617,0.12953,0.129499,0.129499,0.129499,0.00043511,0.00173022,0.00172979,0.00172979,0.00172979,0.0249482,0.0687403,0.0687716,0.0687716,0.0687716,0.0706429,0.175311,0.175513,0.175513,0.175513,0.0706429,0.00217555,0.00865109,0.00864896
586,0.174624,0.129477,0.129447,0.129447,0.129447,0.000444372,0.0017666,0.00176617,0.00176617,0.00176617,0.0249312,0.0687559,0.0687871,0.0687871,0.0687871,0.0707034,0.175552,0.175753,0.175753,0.175753,0.0707034,0.00222186,0.00883302,0.00883086
587,0.174631,0.12942,0.12939,0.12939,0.12939,0.000453819,0.00180365,0.00180321,0.00180321,0.00180321,0.0249153,0.0687759,0.0688069,0.0688069,0.0688069,0.0707653,0.175797,0.175998,0.175998,0.175998,0.0707653,0.0022691,0.00901826,0.00901606
588,0.174636,0.129359,0.129328,0.129328,0.129328,0.000463451,0.00184136,0.00184091,0.00184091,0.00184091,0.0249005,0.0688001,0.068831,0.068831,0.068831,0.0708284,0.176047,0.176249,0.176249,0.176249,0.0708284,0.00231725,0.00920681,0.00920457
589,0.17464,0.129292,0.129261,0.129261,0.129261,0.000473269,0.00187973,0.00187928,0.00187928,0.00187928,0.024887,0.0688286,0.0688594,0.0688594,0.0688594,0.0708929,0.176303,0.176504,0.176504,0.176504,0.0708929,0.00236635,0.00939866,0.00939639
590,0.174642,0.12922,0.129189,0.129189,0.129189,0.000483274,0.00191876,0.0019183,0.0019183,0.0019183,0.0248746,0.0688616,0.0688923,0.0688923,0.0688923,0.0709587,0.176563,0.176765,0.176765,0.176765,0.0709587,0.00241637,0.00959381,0.0095915
591,0.174643,0.129142,0.129112,0.129112,0.129112,0.000493467,0.00195845,0.00195798,0.00195798,0.00195798,0.0248635,0.0688991,0.0689296,0.0689296,0.0689296,0.0710259,0.176829,0.177031,0.177031,0.177031,0.0710259,0.00246734,0.00979224,0.0097899
592,0.174643,0.12906,0.12903,0.12903,0.12903,0.000503848,0.00199879,0.00199831,0.00199831,0.00199831,0.0248536,0.0689412,0.0689715,0.0689715,0.0689715,0.0710945,0.1771,0.177302,0.177302,0.177302,0.0710945,0.00251924,0.00999394,0.00999156
593,0.174641,0.128972,0.128943,0.128943,0.128943,0.000514417,0.00203978,0.00203929,0.00203929,0.00203929,0.0248449,0.0689879,0.0690181,0.0690181,0.0690181,0.0711645,0.177377,0.177578,0.177578,0.177578,0.0711645,0.00257209,0.0101989,0.0101965
594,0.174637,0.128879,0.12885,0.12885,0.12885,0.000525175,0.00208141,0.00208091,0.00208091,0.00208091,0.0248375,0.0690392,0.0690693,0.0690693,0.0690693,0.0712359,0.177659,0.17786,0.17786,0.17786,0.0712359,0.00262587,0.010407,0.0104046
595,0.174632,0.128781,0.128752,0.128752,0.128752,0.00053612,0.00212367,0.00212317,0.00212317,0.00212317,0.0248314,0.0690954,0.0691253,0.0691253,0.0691253,0.0713087,0.177947,0.178148,0.178148,0.178148,0.0713087,0.0026806,0.0106184,0.0106159
596,0.174626,0.128677,0.128648,0.128648,0.128648,0.000547253,0.00216657,0.00216606,0.00216606,0.00216606,0.0248266,0.0691563,0.0691861,0.0691861,0.0691861,0.0713831,0.17824,0.178441,0.178441,0.178441,0.0713831,0.00273627,0.0108328,0.0108303
597,0.174618,0.128568,0.128539,0.128539,0.128539,0.000558573,0.00221008,0.00220956,0.00220956,0.00220956,0.0248231,0.0692221,0.0692517,0.0692517,0.0692517,0.0714589,0.178539,0.17874,0.17874,0.17874,0.0714589,0.00279287,0.0110504,0.0110478
598,0.174609,0.128453,0.128424,0.128424,0.128424,0.000570079,0.0022542,0.00225367,0.00225367,0.00225367,0.0248209,0.0692928,0.0693223,0.0693223,0.0693223,0.0715363,0.178843,0.179044,0.179044,0.179044,0.0715363,0.0028504,0.011271,0.0112684
599,0.174598,0.128333,0.128304,0.128304,0.128304,0.00058177,0.00229892,0.00229838,0.00229838,0.00229838,0.0248201,0.0693685,0.0693979,0.0693979,0.0693979,0.0716152,0.179154,0.179355,0.179355,0.179355,0.0716152,0.00290885,0.0114946,0.0114919
600,0.174586,0.128207,0.128178,0.128178,0.128178,0.000593643,0.00234421,0.00234367,0.00234367,0.00234367,0.0248207,0.0694493,0.0694785,0.0694785,0.0694785,0.0716956,0.17947,0.179671,0.179671,0.179671,0.0716956,0.00296821,0.0117211,0.0117184
601,0.174572,0.128075,0.128046,0.128046,0.128046,0.000605697,0.00239008,0.00238953,0.00238953,0.00238953,0.0248227,0.0695351,0.0695642,0.0695642,0.0695642,0.0717776,0.179792,0.179993,0.179993,0.179993,0.0717776,0.00302848,0.0119504,0.0119477
602,0.174556,0.127937,0.127909,0.127909,0.127909,0.00061793,0.0024365,0.00243594,0.00243594,0.00243594,0.024826,0.0696261,0.069655,0.069655,0.069655,0.0718613,0.18012,0.180321,0.180321,0.180321,0.0718613,0.00308965,0.0121825,0.0121797
603,0.174539,0.127794,0.127766,0.127766,0.127766,0.000630338,0.00248346,0.00248289,0.00248289,0.00248289,0.0248309,0.0697222,0.069751,0.069751,0.069751,0.0719465,0.180454,0.180655,0.180655,0.180655,0.0719465,0.00315169,0.0124173,0.0124145
604,0.17452,0.127645,0.127617,0.127617,0.127617,0.00064292,0.00253093,0.00253035,0.00253035,0.00253035,0.0248371,0.0698236,0.0698523,0.0698523,0.0698523,0.0720334,0.180794,0.180995,0.180995,0.180995,0.0720334,0.0032146,0.0126546,0.0126518
605,0.1745,0.127491,0.127463,0.127463,0.127463,0.000655672,0.00257889,0.00257831,0.00257831,0.00257831,0.0248448,0.0699303,0.0699588,0.0699588,0.0699588,0.0721219,0.18114,0.181341,0.181341,0.181341,0.0721219,0.00327836,0.0128945,0.0128915
606,0.174477,0.12733,0.127303,0.127303,0.127303,0.00066859,0.00262733,0.00262674,0.00262674,0.00262674,0.024854,0.0700423,0.0700707,0.0700707,0.0700707,0.0722121,0.181492,0.181693,0.181693,0.181693,0.0722121,0.00334295,0.0131367,0.0131337
607,0.174454,0.127164,0.127136,0.127136,0.127136,0.000681671,0.00267622,0.00267562,0.00267562,0.00267562,0.0248647,0.0701597,0.0701879,0.0701879,0.0701879,0.0723039,0.181851,0.182051,0.182051,0.182051,0.0723039,0.00340835,0.0133811,0.0133781
608,0.174428,0.126992,0.126965,0.126965,0.126965,0.000694908,0.00272553,0.00272492,0.00272492,0.00272492,0.0248768,0.0702825,0.0703105,0.0703105,0.0703105,0.0723975,0.182215,0.182415,0.182415,0.182415,0.0723975,0.00347454,0.0136277,0.0136246
609,0.174401,0.126814,0.126787,0.126787,0.126787,0.000708299,0.00277524,0.00277463,0.00277463,0.00277463,0.0248905,0.0704107,0.0704386,0.0704386,0.0704386,0.0724927,0.182586,0.182786,0.182786,0.182786,0.0724927,0.0035415,0.0138762,0.0138731
610,0.174372,0.12663,0.126603,0.126603,0.126603,0.000721837,0.00282532,0.0028247,0.0028247,0.0028247,0.0249058,0.0705444,0.0705721,0.0705721,0.0705721,0.0725897,0.182963,0.183163,0.183163,0.183163,0.0725897,0.00360919,0.0141266,0.0141235
611,0.174342,0.126441,0.126414,0.126414,0.126414,0.000735517,0.00287574,0.0028751,0.0028751,0.0028751,0.0249225,0.0706836,0.0707112,0.0707112,0.0707112,0.0726884,0.183346,0.183546,0.183546,0.183546,0.0726884,0.00367759,0.0143787,0.0143755
612,0.17431,0.126245,0.126218,0.126218,0.126218,0.000749333,0.00292646,0.00292582,0.00292582,0.00292582,0.0249409,0.0708282,0.0708557,0.0708557,0.0708557,0.0727889,0.183735,0.183935,0.183935,0.183935,0.0727889,0.00374666,0.0146323,0.0146291
613,0.174276,0.126044,0.126017,0.126017,0.126017,0.000763277,0.00297746,0.00297681,0.00297681,0.00297681,0.0249608,0.0709784,0.0710058,0.0710058,0.0710058,0.0728911,0.184131,0.18433,0.18433,0.18433,0.0728911,0.00381639,0.0148873,0.014884
614,0.17424,0.125837,0.125811,0.125811,0.125811,0.000777344,0.00302869,0.00302803,0.00302803,0.00302803,0.0249822,0.0711342,0.0711614,0.0711614,0.0711614,0.072995,0.184532,0.184732,0.184732,0.184732,0.072995,0.00388672,0.0151435,0.0151402
615,0.174203,0.125624,0.125598,0.125598,0.125598,0.000791526,0.00308013,0.00307946,0.00307946,0.00307946,0.0250053,0.0712955,0.0713225,0.0713225,0.0713225,0.0731008,0.18494,0.18514,0.18514,0.18514,0.0731008,0.00395763,0.0154006,0.0153973
616,0.174164,0.125406,0.12538,0.12538,0.12538,0.000805814,0.00313173,0.00313105,0.00313105,0.00313105,0.02503,0.0714624,0.0714892,0.0714892,0.0714892,0.0732082,0.185354,0.185553,0.185553,0.185553,0.0732082,0.00402907,0.0156586,0.0156553
617,0.174124,0.125182,0.125156,0.125156,0.125156,0.0008202,0.00318345,0.00318276,0.00318276,0.00318276,0.0250562,0.0716348,0.0716615,0.0716615,0.0716615,0.0733175,0.185774,0.185974,0.185974,0.185974,0.0733175,0.004101,0.0159172,0.0159138
618,0.174081,0.124952,0.124926,0.124926,0.124926,0.000834677,0.00323525,0.00323456,0.00323456,0.00323456,0.0250841,0.0718128,0.0718394,0.0718394,0.0718394,0.0734285,0.186201,0.1864,0.1864,0.1864,0.0734285,0.00417338,0.0161762,0.0161728
619,0.174037,0.124717,0.124691,0.124691,0.124691,0.000849233,0.00328709,0.00328639,0.00328639,0.00328639,0.0251136,0.0719964,0.0720228,0.0720228,0.0720228,0.0735413,0.186633,0.186832,0.186832,0.186832,0.0735413,0.00424617,0.0164354,0.0164319
620,0.173991,0.124476,0.12445,0.12445,0.12445,0.00086386,0.00333892,0.00333821,0.00333821,0.00333821,0.0251447,0.0721855,0.0722117,0.0722117,0.0722117,0.0736559,0.187071,0.18727,0.18727,0.18727,0.0736559,0.0043193,0.0166946,0.0166911
621,0.173944,0.124229,0.124204,0.124204,0.124204,0.000878548,0.0033907,0.00338998,0.00338998,0.00338998,0.0251774,0.0723801,0.0724062,0.0724062,0.0724062,0.0737723,0.187516,0.187715,0.187715,0.187715,0.0737723,0.00439274,0.0169535,0.0169499
622,0.173895,0.123977,0.123952,0.123952,0.123952,0.000893285,0.00344238,0.00344165,0.00344165,0.00344165,0.0252118,0.0725802,0.0726061,0.0726061,0.0726061,0.0738904,0.187966,0.188165,0.188165,0.188165,0.0738904,0.00446643,0.0172119,0.0172083
623,0.173844,0.12372,0.123695,0.123695,0.123695,0.000908062,0.00349391,0.00349318,0.00349318,0.00349318,0.0252477,0.0727858,0.0728115,0.0728115,0.0728115,0.0740102,0.188422,0.188621,0.188621,0.188621,0.0740102,0.00454031,0.0174695,0.0174659
624,0.173792,0.123458,0.123433,0.123433,0.123433,0.000922866,0.00354524,0.0035445,0.0035445,0.0035445,0.0252853,0.0729968,0.0730224,0.0730224,0.0730224,0.0741319,0.188884,0.189083,0.189083,0.189083,0.0741319,0.00461433,0.0177262,0.0177225
625,0.173738,0.123191,0.123166,0.123166,0.123166,0.000937686,0.00359633,0.00359558,0.00359558,0.00359558,0.0253246,0.0732132,0.0732386,0.0732386,0.0732386,0.0742553,0.189352,0.189551,0.189551,0.189551,0.0742553,0.00468843,0.0179816,0.0179779
626,0.173682,0.122918,0.122893,0.122893,0.122893,0.000952509,0.00364711,0.00364636,0.00364636,0.00364636,0.0253654,0.0734349,0.0734602,0.0734602,0.0734602,0.0743804,0.189826,0.190024,0.190024,0.190024,0.0743804,0.00476254,0.0182356,0.0182318
627,0.173625,0.122641,0.122616,0.122616,0.122616,0.000967323,0.00369754,0.00369678,0.00369678,0.00369678,0.0254079,0.0736619,0.0736871,0.0736871,0.0736871,0.0745072,0.190305,0.190503,0.190503,0.190503,0.0745072,0.00483661,0.0184877,0.0184839
628,0.173566,0.122358,0.122334,0.122334,0.122334,0.000982115,0.00374756,0.0037468,0.0037468,0.0037468,0.0254519,0.0738942,0.0739192,0.0739192,0.0739192,0.0746357,0.190789,0.190987,0.190987,0.190987,0.0746357,0.00491057,0.0187378,0.018734
629,0.173506,0.122071,0.122047,0.122047,0.122047,0.000996871,0.00379712,0.00379635,0.00379635,0.00379635,0.0254976,0.0741316,0.0741565,0.0741565,0.0741565,0.0747659,0.191279,0.191477,0.191477,0.191477,0.0747659,0.00498436,0.0189856,0.0189818
630,0.173444,0.12178,0.121756,0.121756,0.121756,0.00101158,0.00384617,0.00384539,0.00384539,0.00384539,0.0255449,0.0743742,0.0743988,0.0743988,0.0743988,0.0748978,0.191774,0.191972,0.191972,0.191972,0.0748978,0.0050579,0.0192309,0.0192269
631,0.17338,0.121484,0.12146,0.12146,0.12146,0.00102622,0.00389464,0.00389386,0.00389386,0.00389386,0.0255937,0.0746217,0.0746462,0.0746462,0.0746462,0.0750314,0.192274,0.192472,0.192472,0.192472,0.0750314,0.00513112,0.0194732,0.0194693
632,0.173315,0.121183,0.12116,0.12116,0.12116,0.00104079,0.00394249,0.0039417,0.0039417,0.0039417,0.0256441,0.0748742,0.0748985,0.0748985,0.0748985,0.0751665,0.192779,0.192977,0.192977,0.192977,0.0751665,0.00520396,0.0197125,0.0197085
633,0.173249,0.120879,0.120855,0.120855,0.120855,0.00105527,0.00398966,0.00398886,0.00398886,0.00398886,0.0256961,0.0751315,0.0751557,0.0751557,0.0751557,0.0753033,0.193289,0.193487,0.193487,0.193487,0.0753033,0.00527634,0.0199483,0.0199443
634,0.173181,0.12057,0.120547,0.120547,0.120547,0.00106964,0.00403608,0.00403528,0.00403528,0.00403528,0.0257496,0.0753936,0.0754176,0.0754176,0.0754176,0.0754417,0.193804,0.194001,0.194001,0.194001,0.0754417,0.00534819,0.0201804,0.0201764
635,0.173111,0.120258,0.120235,0.120235,0.120235,0.00108389,0.00408172,0.0040809,0.0040809,0.0040809,0.0258046,0.0756603,0.0756842,0.0756842,0.0756842,0.0755816,0.194323,0.194521,0.194521,0.194521,0.0755816,0.00541943,0.0204086,0.0204045
636,0.173041,0.119942,0.119919,0.119919,0.119919,0.001098,0.0041265,0.00412568,0.00412568,0.00412568,0.0258612,0.0759316,0.0759553,0.0759553,0.0759553,0.075723,0.194847,0.195044,0.195044,0.195044,0.075723,0.00548999,0.0206325,0.0206284
637,0.172969,0.119622,0.1196,0.1196,0.1196,0.00111196,0.00417038,0.00416956,0.00416956,0.00416956,0.0259192,0.0762073,0.0762308,0.0762308,0.0762308,0.0758659,0.195375,0.195572,0.195572,0.195572,0.0758659,0.0055598,0.0208519,0.0208478
638,0.172896,0.119299,0.119277,0.119277,0.119277,0.00112576,0.0042133,0.00421247,0.00421247,0.00421247,0.0259786,0.0764873,0.0765107,0.0765107,0.0765107,0.0760103,0.195907,0.196104,0.196104,0.196104,0.0760103,0.00562878,0.0210665,0.0210624
639,0.172821,0.118973,0.118951,0.118951,0.118951,0.00113937,0.00425521,0.00425438,0.00425438,0.00425438,0.0260396,0.0767714,0.0767947,0.0767947,0.0767947,0.076156,0.196443,0.19664,0.19664,0.19664,0.076156,0.00569685,0.021276,0.0212719
640,0.172745,0.118644,0.118622,0.118622,0.118622,0.00115279,0.00429605,0.00429522,0.00429522,0.00429522,0.0261019,0.0770596,0.0770827,0.0770827,0.0770827,0.0763032,0.196983,0.19718,0.19718,0.19718,0.0763032,0.00576393,0.0214803,0.0214761
641,0.172668,0.118312,0.11829,0.11829,0.11829,0.00116599,0.00433578,0.00433494,0.00433494,0.00433494,0.0261656,0.0773518,0.0773747,0.0773747,0.0773747,0.0764517,0.197526,0.197723,0.197723,0.197723,0.0764517,0.00582996,0.0216789,0.0216747
642,0.17259,0.117978,0.117956,0.117956,0.117956,0.00117897,0.00437434,0.0043735,0.0043735,0.0043735,0.0262306,0.0776476,0.0776704,0.0776704,0.0776704,0.0766015,0.198073,0.19827,0.19827,0.19827,0.0766015,0.00589485,0.0218717,0.0218675
643,0.172511,0.117641,0.117619,0.117619,0.117619,0.00119171,0.00441169,0.00441084,0.00441084,0.00441084,0.026297,0.0779471,0.0779697,0.0779697,0.0779697,0.0767525,0.198623,0.198819,0.198819,0.198819,0.0767525,0.00595853,0.0220584,0.0220542
